product_a_id,product_b_id,score,decision,name_a,name_b,brand_a,brand_b,retailer_a,retailer_b,price_a,price_b,dimension_a,dimension_b,explanation
2040,2284,0.84,review,Rk By Kiss Ruby Kisses Under Eye Corrector - Corretivo Para A Área Olhos - Cor 25,Ruby Kisses Under Eye Corrector - Corretivo para a área olhos - Cor 34,rk by kiss,rk by kiss,amazon_br,amazon_br,2660,2900,,,brand_match:rk by kiss; title_high:0.98; size_match:9g; shade_match:rector; pack_match:17; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
2097,2284,0.84,review,Rk By Kiss Ruby Kisses Under Eye Corrector - Corretivo Para A Área Olhos - Cor 30,Ruby Kisses Under Eye Corrector - Corretivo para a área olhos - Cor 34,rk by kiss,rk by kiss,amazon_br,amazon_br,3339,2900,,,brand_match:rk by kiss; title_high:0.98; size_match:9g; shade_match:rector; pack_match:17; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
2284,4057,0.84,review,Ruby Kisses Under Eye Corrector - Corretivo para a área olhos - Cor 34,Rk By Kiss Ruby Kisses Under Eye Corrector - Corretivo Para A Área Olhos - Cor 36,rk by kiss,rk by kiss,amazon_br,amazon_br,2900,3590,,,brand_match:rk by kiss; title_high:0.98; size_match:9g; shade_match:rector; pack_match:17; category_exact; penalty:conflicting_global_identifier; penalty:conflicting_model
437,2118,0.84,review,"KIKO MILANO, New Long Lasting Eyeshadow Stick, Sombra em Bastão, Cor","KIKO MILANO, New Long Lasting Eyeshadow Stick, Sombra em Bastão, Cor",kiko milano,kiko milano,amazon_br,amazon_br,6990,6798,,,brand_match:kiko milano; title_high:1.00; size_match:10g; shade_match:cor; pack_match:13; category_exact; price_close; penalty:conflicting_model
3912,4897,0.84,review,Bruna Tavares BT Skin M10 - Base Líquida 40ml,Bruna Tavares BT Skin F20 - Base Líquida 40ml,bruna tavares,bruna tavares,amazon_br,amazon_br,7990,7990,40ml,40ml,brand_match:bruna tavares; title_high:0.95; size_ambiguous; shade_match:de; category_exact; price_close; penalty:conflicting_model
459,2688,0.84,review,"Bt Skin Base Líquida M60, Bruna Tavares","Bt Skin Base Líquida M10, Bruna Tavares",bruna tavares,bruna tavares,amazon_br,amazon_br,6569,6990,,,brand_match:bruna tavares; title_high:0.97; size_match:78g; shade_match:da; pack_match:10; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
2609,3056,0.84,review,"Bt Skin Base Líquida L50, Bruna Tavares","Bt Skin Base Líquida L30, Bruna Tavares",bruna tavares,bruna tavares,amazon_br,amazon_br,6990,,,,brand_match:bruna tavares; title_high:0.97; size_match:78g; pack_match:10; category_exact; penalty:conflicting_global_identifier; penalty:conflicting_model
2609,3600,0.84,review,"Bt Skin Base Líquida L50, Bruna Tavares","Bt Skin Base Líquida L60, Bruna Tavares",bruna tavares,bruna tavares,amazon_br,amazon_br,6990,6990,,,brand_match:bruna tavares; title_high:0.97; size_match:78g; pack_match:10; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
2299,3247,0.84,review,Bruna Tavares Bt Skin Base Líquida M20,"Bt Skin Base Líquida M40, Bruna Tavares",bruna tavares,bruna tavares,amazon_br,amazon_br,6990,7990,,,brand_match:bruna tavares; title_high:0.97; size_ambiguous; shade_match:de; pack_match:10; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
2488,2609,0.84,review,Bruna Tavares Bt Skin Base Líquida L40,"Bt Skin Base Líquida L50, Bruna Tavares",bruna tavares,bruna tavares,amazon_br,amazon_br,7600,6990,,,brand_match:bruna tavares; title_high:0.97; size_match:78g; pack_match:10; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
462,3652,0.84,review,EUDORA GLAM SOUL MÁSCARA CÍLIOS TURBO ULTRA RESISTENTE 10g - Volume e Definição - Pantenol - Resistência à Água e Suor - 11h de Duração - Preta,EUDORA GLAM Máscara Cílios Turbo 10g - Volume e Definição - Preta,eudora glam,eudora glam,amazon_br,amazon_br,4999,5490,10g,10g,brand_match:eudora glam; title_high:1.00; model_match:15x; size_ambiguous; color_match:preta; shade_match:preto; pack_match:13; category_exact; price_close; penalty:conflicting_global_identifier
630,642,0.84,review,David Beckham Perfume True Instinct Eau de Parfum Masculino 75ml,David Beckham Perfume Instinct Eau de Parfum Masculino 75ml,david beckham,david beckham,amazon_br,amazon_br,9990,12862,75ml,75ml,brand_match:david beckham; title_high:1.00; size_ambiguous; pack_match:7; category_exact; penalty:conflicting_global_identifier; penalty:conflicting_model
1078,1113,0.84,review,"Escova Secadora, Mondial, Golden Rose, 1200W, 110V - ES-02","Escova Secadora, Mondial, Golden Rose, 1200W, 220V - ES-02",mondial,mondial,amazon_br,amazon_br,19700,19700,,,"brand_match:mondial; title_high:0.96; model_match:1200w,200w,60hz; size_match:490g; color_match:rose; shade_match:golden; pack_match:8; price_close; penalty:conflicting_global_identifier"
1986,2023,0.84,review,GA.MA Italy Secador Gama Eleganza Plus Ceramic Ion - 2100W - 127V Nac,GA.MA Italy Secador Gama Eleganza Plus Ceramic Ion - 2100W - 220V Nac,ga.ma italy professional,ga.ma italy professional,amazon_br,amazon_br,14797,14300,,,"brand_match:ga ma italy professional; title_high:0.97; model_match:100w,2100w; size_match:641g; color_match:preto; shade_match:preto; pack_match:5; category_exact; price_close; penalty:conflicting_global_identifier"
2632,2938,0.84,review,"CARE Lip Oil, Clear Pink, 4,2ml","CARE Lip Oil, Nude Pink, 4,2ml",care natural beauty,care natural beauty,amazon_br,amazon_br,7190,7290,,,brand_match:care natural beauty; title_high:0.90; identifier_match:ean; size_ambiguous; scent_match:coco; pack_match:3; category_exact; price_close; penalty:conflicting_model; penalty:clearly_incompatible_variant
868,1088,0.84,review,Difusor de Cachos Universal Grande para Secadores de Cabelo Todos Modelos,Secador de Cabelo Britânia Bivolt 2100W Íons com Difusor de Cachos,lunnashop,genérico,amazon_br,amazon_br,5994,21470,,,generic_brand; identifier_match:ean; size_ambiguous; penalty:clearly_incompatible_variant; penalty:clearly_incompatible_variant; penalty:clearly_incompatible_variant
868,1095,0.84,review,Difusor de Cachos Universal Grande para Secadores de Cabelo Todos Modelos,Secador de Cabelo Profissional PSA3250 2100W Íon Tourmaline com Difusor de Cachos - 220v,lunnashop,genérico,amazon_br,amazon_br,5994,23470,,,generic_brand; identifier_match:ean; size_ambiguous; penalty:clearly_incompatible_variant; penalty:clearly_incompatible_variant; penalty:clearly_incompatible_variant
1088,1095,0.84,review,Secador de Cabelo Britânia Bivolt 2100W Íons com Difusor de Cachos,Secador de Cabelo Profissional PSA3250 2100W Íon Tourmaline com Difusor de Cachos - 220v,genérico,genérico,amazon_br,amazon_br,21470,23470,,,"generic_brand; title_medium:0.80; identifier_match:ean; model_match:10cm,17cm,2100w; size_ambiguous; color_match:preto; shade_match:preto; category_exact; price_close; penalty:clearly_incompatible_variant"
928,937,0.84,review,Shark FlexStyle Secador de cabelo e modelador 127v para cabelos lisos e ondulados,Shark FlexStyle Secador de cabelo e modelador 220v para cabelos lisos e ondulados,shark,shark,amazon_br,amazon_br,190300,190300,,,brand_match:shark; title_high:0.97; size_match:700g; color_match:rose; shade_match:rose; pack_match:5; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
979,1056,0.84,review,"Escova Secadora Mallory Sublime Liss 3 em 1, 1200W, 2 Velocidades, Cerdas Mistas, Íon Tourmaline, 3 Temperaturas – 127V","Escova Secadora Mallory Sublime Liss 3 em 1, 1200W, 2 Velocidades, Cerdas Mistas, Íon Tourmaline, 3 Temperaturas – 220V",mallory,mallory,amazon_br,amazon_br,7791,14900,,,"brand_match:mallory; title_high:0.98; model_match:1200w,200w; size_match:530g; color_match:preto; shade_match:preto; pack_match:9; category_exact; penalty:conflicting_global_identifier"
2853,3006,0.84,review,Boca Rosa - Stick Pele Br16 12G,Boca Rosa - Stick Pele Br14 12G,boca rosa,boca rosa,amazon_br,amazon_br,6890,7000,12g,12g,brand_match:boca rosa; title_high:0.97; size_ambiguous; color_match:rosa; shade_match:retivos; pack_match:10; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
2853,3961,0.84,review,Boca Rosa - Stick Pele Br16 12G,Boca Rosa - Stick Pele Br11 12G,boca rosa,boca rosa,amazon_br,amazon_br,6890,6690,12g,12g,brand_match:boca rosa; title_high:0.97; size_ambiguous; color_match:rosa; shade_match:retivos; pack_match:10; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
2853,4056,0.84,review,Boca Rosa - Stick Pele Br16 12G,Boca Rosa - Stick Pele Br26 12G,boca rosa,boca rosa,amazon_br,amazon_br,6890,7845,12g,12g,brand_match:boca rosa; title_high:0.97; size_ambiguous; color_match:rosa; shade_match:retivos; pack_match:10; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
2853,4245,0.84,review,Boca Rosa - Stick Pele Br16 12G,Boca Rosa - Stick Pele Br10 12G,boca rosa,boca rosa,amazon_br,amazon_br,6890,5990,12g,12g,brand_match:boca rosa; title_high:0.97; size_ambiguous; color_match:rosa; shade_match:retivos; pack_match:10; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
2853,4313,0.84,review,Boca Rosa - Stick Pele Br16 12G,Boca Rosa - Stick Pele Br19 12G,boca rosa,boca rosa,amazon_br,amazon_br,6890,6890,12g,12g,brand_match:boca rosa; title_high:0.97; size_ambiguous; color_match:rosa; shade_match:retivos; pack_match:10; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
2674,4245,0.84,review,Boca Rosa - Stick Pele Br09 12G,Boca Rosa - Stick Pele Br10 12G,boca rosa,boca rosa,amazon_br,amazon_br,6500,5990,12g,12g,brand_match:boca rosa; title_high:0.97; size_ambiguous; color_match:rosa; shade_match:retivos; pack_match:10; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
2674,4313,0.84,review,Boca Rosa - Stick Pele Br09 12G,Boca Rosa - Stick Pele Br19 12G,boca rosa,boca rosa,amazon_br,amazon_br,6500,6890,12g,12g,brand_match:boca rosa; title_high:0.97; size_ambiguous; color_match:rosa; shade_match:retivos; pack_match:10; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
3006,3961,0.84,review,Boca Rosa - Stick Pele Br14 12G,Boca Rosa - Stick Pele Br11 12G,boca rosa,boca rosa,amazon_br,amazon_br,7000,6690,12g,12g,brand_match:boca rosa; title_high:0.97; size_ambiguous; color_match:rosa; shade_match:retivos; pack_match:10; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
3006,4245,0.84,review,Boca Rosa - Stick Pele Br14 12G,Boca Rosa - Stick Pele Br10 12G,boca rosa,boca rosa,amazon_br,amazon_br,7000,5990,12g,12g,brand_match:boca rosa; title_high:0.97; size_ambiguous; color_match:rosa; shade_match:retivos; pack_match:10; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
3006,4313,0.84,review,Boca Rosa - Stick Pele Br14 12G,Boca Rosa - Stick Pele Br19 12G,boca rosa,boca rosa,amazon_br,amazon_br,7000,6890,12g,12g,brand_match:boca rosa; title_high:0.97; size_ambiguous; color_match:rosa; shade_match:retivos; pack_match:10; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
3044,3420,0.84,review,Boca Rosa - Stick Pele Br06 12G,Boca Rosa - Stick Pele Br03 12G,boca rosa,boca rosa,amazon_br,amazon_br,7000,6800,12g,12g,brand_match:boca rosa; title_high:0.97; size_ambiguous; color_match:rosa; shade_match:retivos; pack_match:8; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
3207,3744,0.84,review,Boca Rosa - Stick Pele Br13 12G,Boca Rosa - Stick Pele Br30 12G,boca rosa,boca rosa,amazon_br,amazon_br,7340,5990,12g,12g,brand_match:boca rosa; title_high:0.97; size_ambiguous; color_match:rosa; shade_match:retivos; pack_match:7; category_exact; penalty:conflicting_global_identifier; penalty:conflicting_model
3961,4245,0.84,review,Boca Rosa - Stick Pele Br11 12G,Boca Rosa - Stick Pele Br10 12G,boca rosa,boca rosa,amazon_br,amazon_br,6690,5990,12g,12g,brand_match:boca rosa; title_high:0.97; size_ambiguous; color_match:rosa; shade_match:retivos; pack_match:10; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
3961,4313,0.84,review,Boca Rosa - Stick Pele Br11 12G,Boca Rosa - Stick Pele Br19 12G,boca rosa,boca rosa,amazon_br,amazon_br,6690,6890,12g,12g,brand_match:boca rosa; title_high:0.97; size_ambiguous; color_match:rosa; shade_match:retivos; pack_match:10; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
4245,4313,0.84,review,Boca Rosa - Stick Pele Br10 12G,Boca Rosa - Stick Pele Br19 12G,boca rosa,boca rosa,amazon_br,amazon_br,5990,6890,12g,12g,brand_match:boca rosa; title_high:0.97; size_ambiguous; color_match:rosa; shade_match:retivos; pack_match:10; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
1050,1090,0.84,review,Kit Prancha Chapinha Nano Titanium + Secador Profissional Potente + Modelador De Cachos Spiral Voltagem 220v,Kit Prancha Chapinha Nano Titanium + Secador Profissional Potente + Modelador De Cachos Spiral Voltagem 110v,titanium liss cosméticos,titanium liss cosméticos,amazon_br,amazon_br,27999,27999,,,brand_match:titanium liss cosmeticos; title_high:0.98; model_match:8600w; size_missing_both; shade_match:azul; pack_match:20; category_exact; price_close; penalty:conflicting_global_identifier
3393,3926,0.84,review,MELU - CORRETIVO LÍQUIDO COISA MAIS LINDA MADE IN 35 RRM602-4,MELU - CORRETIVO LÍQUIDO COISA MAIS LINDA MADE IN 25 RRM602-3,melu,melu,amazon_br,amazon_br,2600,2600,,,brand_match:melu; title_high:0.97; model_match:rrm602; size_match:20g; color_match:rose; shade_match:retivo; pack_match:4; price_close; penalty:conflicting_global_identifier
2087,2285,0.84,review,Payot Po Compacto Payot Retinol 10,Payot Po Compacto Payot Retinol 40,payot,payot,amazon_br,amazon_br,5599,5501,,,brand_match:payot; title_high:0.96; size_match:10g; shade_match:bege; pack_match:8; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
2087,2628,0.84,review,Payot Po Compacto Payot Retinol 10,Payot Po Compacto Payot Retinol 30,payot,payot,amazon_br,amazon_br,5599,5005,,,brand_match:payot; title_high:0.96; size_match:10g; shade_match:bege; pack_match:8; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
2087,3114,0.84,review,Payot Po Compacto Payot Retinol 10,Payot Po Compacto Payot Retinol 50,payot,payot,amazon_br,amazon_br,5599,4899,,,brand_match:payot; title_high:0.96; size_match:10g; shade_match:bege; pack_match:8; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
