left_source_id,right_source_id,label,score,hard_contradiction,blocking_keys,same_retailer,brand_exact,brand_fuzzy,title_token_set,title_partial,category_exact,model_token_jaccard,salient_token_jaccard,size_match,size_conflict,pack_match,pack_conflict,price_ratio_diff,price_both_present,identifier_any,exact_ean,exact_gtin,exact_upc,exact_asin,exact_sku_same_retailer,exact_sku_cross_retailer,lexical_sim,trigram_sim,semantic_sim,retrieval_layer_count,variant_conflict
22409,504951,1,0.6633700070163375,1,exact:asin:b093j5l5hj|exact:ean:7891033928040|exact:sku:b093j5l5hj|lexical:fts:0.7143|trigram:title:1.0000,1.0,1.0,1.0,1.0,0.9545454545454546,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.9891277242555234,4.0,0.0
3958,503808,1,0.652084651384266,0,exact:asin:b0c7lcmdw8|exact:ean:7898671428048|exact:sku:b0c7lcmdw8|lexical:fts:0.7143|trigram:title:1.0000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.45,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.9995481323566158,4.0,0.0
70655,502715,1,0.5961398161782226,0,lexical:fts:0.7143|trigram:title:1.0000,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.45,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.977214051511699,3.0,0.0
64607,66500,1,0.5856467050776359,0,exact:sku:natbra 135030|lexical:fts:0.7143|trigram:title:1.0000,1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,0.0,0.0,0.0,0.0,0.30037546933667086,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,0.0
65858,502095,1,0.5069207389524807,0,exact:sku:natbra 220210|lexical:fts:0.7033|trigram:title:0.9762,1.0,1.0,1.0,0.9761904761904762,0.951219512195122,1.0,0.4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9846199999999999,0.9762,0.9980396757425352,4.0,0.0
53262,59531,1,0.48946048188120567,0,lexical:fts:0.7143|trigram:title:1.0000,1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,0.0,0.0,0.0,0.0,0.23557126030624265,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9681415928155921,3.0,0.0
151415,504387,1,0.4733938963191639,0,lexical:fts:0.7143|trigram:title:1.0000,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.45,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9947524889132191,3.0,0.0
49592,51621,1,0.27456234637507193,0,lexical:fts:0.7143|trigram:title:1.0000,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.45,1.0,0.0,0.0,0.0,0.10703120860488528,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0
51621,501693,1,0.1650469464637421,0,lexical:fts:0.7143|trigram:title:1.0000,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.45,1.0,0.0,0.0,0.0,0.10703120860488528,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9683068238960433,3.0,0.0
64877,501147,1,0.01828547698295266,0,exact:sku:natbra 109144|lexical:fts:0.7143|trigram:title:1.0000,1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,0.0,0.0,0.0,0.0,0.483271375464684,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.9411810320136833,4.0,0.0
11836,504485,1,0.0008802871737061614,1,lexical:fts:0.7143|trigram:title:1.0000,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.47120279720279723,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9741933523146763,3.0,0.0
